Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_10 - 02:28:36 AM,26.89,47.02,885.68,627.05,8.52,10.00,20.00,32.00

2024_07_10 - 02:29:36 AM,26.92,46.99,885.68,626.39,8.51,12.00,24.00,34.00

2024_07_10 - 02:30:37 AM,26.92,46.97,885.67,626.29,8.41,4.00,18.00,28.00

2024_07_10 - 02:31:37 AM,26.92,46.97,885.69,626.29,8.40,12.00,24.00,34.00

2024_07_10 - 02:32:37 AM,26.98,46.82,885.66,626.92,8.33,4.00,16.00,26.00

2024_07_10 - 02:33:37 AM,27.07,46.71,885.67,628.54,8.32,10.00,18.00,28.00

2024_07_10 - 02:34:38 AM,27.12,46.54,885.68,627.89,8.29,14.00,22.00,32.00

2024_07_10 - 02:35:38 AM,27.02,46.76,885.70,624.20,8.26,6.00,18.00,28.00

2024_07_10 - 02:36:39 AM,27.02,46.76,885.70,624.20,8.26,6.00,18.00,28.00

2024_07_10 - 02:37:37 AM,26.96,47.01,885.69,628.31,8.24,10.00,18.00,28.00

2024_07_10 - 02:38:39 AM,26.91,46.97,885.66,628.27,8.18,4.00,24.00,34.00

2024_07_10 - 02:39:39 AM,27.13,46.60,885.67,631.04,8.05,14.00,20.00,30.00

2024_07_10 - 02:40:39 AM,27.01,46.87,885.65,627.02,7.88,8.00,16.00,26.00

2024_07_10 - 02:41:40 AM,27.03,46.83,885.62,628.58,7.97,12.00,20.00,44.00

2024_07_10 - 02:42:40 AM,27.03,46.83,885.61,628.58,7.85,6.00,18.00,28.00

2024_07_10 - 02:43:40 AM,27.01,46.83,885.60,626.47,7.83,4.00,18.00,30.00

2024_07_10 - 02:44:41 AM,26.98,47.01,885.61,627.18,7.73,10.00,24.00,34.00

2024_07_10 - 02:45:41 AM,26.98,46.95,885.61,630.38,7.71,10.00,22.00,32.00

2024_07_10 - 02:46:41 AM,26.95,47.18,885.59,632.98,7.74,12.00,18.00,30.00

2024_07_10 - 02:47:41 AM,26.98,46.93,885.58,633.49,7.67,8.00,12.00,24.00

2024_07_10 - 02:48:42 AM,26.88,47.21,885.58,636.06,7.76,10.00,22.00,32.00

2024_07_10 - 02:49:42 AM,26.99,46.95,885.58,639.12,7.63,10.00,24.00,34.00

2024_07_10 - 02:50:42 AM,26.92,47.21,885.57,637.81,7.66,8.00,20.00,32.00

2024_07_10 - 02:51:43 AM,26.94,47.12,885.59,643.34,7.69,8.00,22.00,32.00

2024_07_10 - 02:52:43 AM,26.94,47.17,885.56,637.78,7.49,8.00,18.00,28.00

2024_07_10 - 02:53:43 AM,26.94,47.17,885.58,637.78,7.57,6.00,20.00,30.00

2024_07_10 - 02:54:43 AM,26.91,47.42,885.57,643.29,7.51,10.00,16.00,26.00

2024_07_10 - 02:55:44 AM,26.91,47.29,885.56,644.60,7.46,10.00,16.00,28.00

2024_07_10 - 02:56:44 AM,26.86,47.39,885.55,647.36,7.51,8.00,20.00,30.00

2024_07_10 - 02:57:44 AM,26.88,47.39,885.55,647.78,7.35,10.00,18.00,30.00

2024_07_10 - 02:58:45 AM,26.89,47.40,885.56,649.26,7.35,12.00,22.00,32.00

2024_07_10 - 02:59:45 AM,26.89,47.35,885.54,647.26,7.49,8.00,20.00,30.00

2024_07_10 - 03:00:45 AM,26.86,47.47,885.58,642.81,7.41,8.00,22.00,34.00

2024_07_10 - 03:01:45 AM,26.95,47.17,885.56,641.60,7.39,8.00,18.00,28.00

2024_07_10 - 03:02:46 AM,26.85,47.52,885.57,642.44,7.51,10.00,22.00,42.00

2024_07_10 - 03:03:46 AM,26.85,47.52,885.59,642.44,7.50,8.00,24.00,36.00

2024_07_10 - 03:04:46 AM,26.81,47.66,885.59,649.70,7.49,8.00,14.00,24.00

2024_07_10 - 03:05:47 AM,26.88,47.42,885.57,650.52,7.31,6.00,18.00,28.00

2024_07_10 - 03:06:47 AM,26.84,47.59,885.59,649.11,7.31,12.00,20.00,30.00

2024_07_10 - 03:07:47 AM,26.88,47.52,885.58,649.70,7.39,6.00,18.00,28.00

2024_07_10 - 03:08:47 AM,26.95,47.35,885.56,654.36,7.26,12.00,22.00,32.00

2024_07_10 - 03:09:48 AM,26.96,47.34,885.56,649.64,7.26,8.00,18.00,28.00

2024_07_10 - 03:10:48 AM,26.86,47.72,885.56,644.89,7.26,8.00,16.00,26.00

2024_07_10 - 03:11:48 AM,26.86,47.71,885.54,639.55,7.22,8.00,16.00,28.00

2024_07_10 - 03:12:49 AM,26.85,47.81,885.53,644.59,7.28,4.00,14.00,24.00

2024_07_10 - 03:13:49 AM,26.89,47.63,885.53,642.91,7.25,8.00,20.00,30.00

2024_07_10 - 03:14:49 AM,26.89,47.63,885.54,642.91,7.22,6.00,26.00,36.00

2024_07_10 - 03:15:49 AM,26.96,47.38,885.51,650.23,7.11,12.00,22.00,32.00

2024_07_10 - 03:16:50 AM,26.92,47.55,885.50,648.84,7.13,6.00,20.00,30.00

2024_07_10 - 03:17:50 AM,27.05,47.31,885.49,648.79,7.08,12.00,26.00,36.00

2024_07_10 - 03:18:50 AM,26.88,47.66,885.48,650.05,7.09,6.00,16.00,26.00

2024_07_10 - 03:19:51 AM,26.89,47.49,885.46,642.30,7.24,8.00,22.00,34.00

2024_07_10 - 03:20:51 AM,26.85,47.76,885.45,642.43,7.18,8.00,20.00,30.00

2024_07_10 - 03:21:51 AM,26.81,47.88,885.46,648.59,7.12,6.00,20.00,30.00

2024_07_10 - 03:22:51 AM,26.88,47.70,885.45,648.87,7.12,10.00,18.00,28.00

2024_07_10 - 03:23:52 AM,26.86,47.66,885.46,648.20,7.17,10.00,20.00,32.00

2024_07_10 - 03:24:52 AM,26.86,47.66,885.45,648.20,7.18,10.00,20.00,30.00

2024_07_10 - 03:25:52 AM,26.85,47.70,885.42,649.17,7.08,6.00,16.00,26.00

2024_07_10 - 03:26:53 AM,26.85,47.68,885.45,648.28,7.14,10.00,22.00,34.00

2024_07_10 - 03:27:53 AM,27.13,47.03,885.45,650.63,7.13,10.00,22.00,32.00

2024_07_10 - 03:28:53 AM,26.91,47.45,885.47,656.94,7.00,12.00,22.00,34.00

2024_07_10 - 03:29:53 AM,26.95,47.34,885.46,659.92,7.12,12.00,22.00,34.00

2024_07_10 - 03:30:54 AM,26.88,47.64,885.44,663.13,7.10,8.00,18.00,30.00

2024_07_10 - 03:31:54 AM,26.85,47.67,885.45,667.04,7.20,14.00,30.00,40.00

2024_07_10 - 03:32:54 AM,26.98,47.41,885.45,663.68,7.11,8.00,16.00,26.00

2024_07_10 - 03:33:55 AM,26.89,47.58,885.45,657.73,6.97,8.00,26.00,36.00

2024_07_10 - 03:34:55 AM,26.99,47.37,885.46,659.71,7.09,4.00,12.00,22.00

2024_07_10 - 03:35:55 AM,26.99,47.37,885.45,659.71,6.98,8.00,24.00,34.00

2024_07_10 - 03:36:57 AM,26.99,47.37,885.45,659.71,6.98,8.00,24.00,34.00

2024_07_10 - 03:37:54 AM,26.94,47.45,885.45,658.79,6.99,4.00,14.00,24.00

2024_07_10 - 03:38:56 AM,26.89,47.52,885.42,658.74,6.99,8.00,20.00,32.00

2024_07_10 - 03:39:56 AM,26.95,47.48,885.43,663.95,7.00,8.00,26.00,38.00

2024_07_10 - 03:40:57 AM,26.89,47.56,885.42,664.75,7.08,14.00,28.00,40.00

2024_07_10 - 03:41:57 AM,26.96,47.50,885.41,670.11,6.93,10.00,20.00,30.00

2024_07_10 - 03:42:57 AM,27.01,47.34,885.39,666.56,6.86,6.00,14.00,24.00

2024_07_10 - 03:43:57 AM,26.89,47.62,885.42,664.95,6.96,6.00,14.00,24.00

2024_07_10 - 03:44:58 AM,27.02,47.34,885.43,659.49,7.02,12.00,24.00,34.00

2024_07_10 - 03:45:58 AM,26.96,47.40,885.40,653.84,7.02,8.00,16.00,26.00

2024_07_10 - 03:46:58 AM,26.96,47.40,885.41,653.84,7.02,10.00,22.00,32.00

2024_07_10 - 03:47:59 AM,26.99,47.36,885.40,640.68,6.94,14.00,26.00,36.00

2024_07_10 - 03:48:59 AM,26.94,47.46,885.41,639.55,6.83,10.00,16.00,26.00

2024_07_10 - 03:49:59 AM,26.99,47.42,885.38,644.54,6.89,4.00,14.00,24.00

2024_07_10 - 03:50:59 AM,26.95,47.40,885.38,648.00,7.02,8.00,16.00,26.00

2024_07_10 - 03:52:00 AM,26.95,47.52,885.37,649.94,6.91,8.00,24.00,36.00

2024_07_10 - 03:53:00 AM,26.99,47.40,885.37,656.03,6.93,10.00,24.00,34.00

2024_07_10 - 03:54:00 AM,26.89,47.60,885.35,654.27,7.11,12.00,26.00,36.00

2024_07_10 - 03:55:01 AM,27.07,47.18,885.35,653.97,7.00,14.00,28.00,38.00

2024_07_10 - 03:56:01 AM,26.89,47.58,885.34,655.11,7.22,10.00,24.00,34.00

2024_07_10 - 03:57:01 AM,26.89,47.58,885.36,655.11,7.12,10.00,20.00,30.00

2024_07_10 - 03:58:01 AM,26.95,47.56,885.34,658.18,7.06,8.00,16.00,26.00

2024_07_10 - 03:59:02 AM,27.03,47.32,885.28,660.10,6.99,10.00,20.00,30.00

2024_07_10 - 04:00:02 AM,26.95,47.48,885.30,662.68,7.06,4.00,16.00,26.00

2024_07_10 - 04:01:02 AM,26.99,47.43,885.30,662.47,7.07,8.00,18.00,36.00

2024_07_10 - 04:02:02 AM,26.98,47.43,885.31,662.33,7.18,12.00,28.00,38.00

2024_07_10 - 04:03:03 AM,27.03,47.23,885.26,659.34,7.08,6.00,14.00,24.00

2024_07_10 - 04:04:03 AM,26.92,47.42,885.25,658.20,7.10,4.00,14.00,24.00

2024_07_10 - 04:05:03 AM,27.07,47.20,885.25,661.43,7.17,8.00,22.00,32.00

2024_07_10 - 04:06:04 AM,27.01,47.13,885.26,659.94,7.04,8.00,22.00,32.00

2024_07_10 - 04:07:04 AM,27.10,46.99,885.26,663.16,7.27,6.00,18.00,30.00

2024_07_10 - 04:08:03 AM,27.10,46.99,885.27,663.16,7.26,12.00,20.00,30.00

2024_07_10 - 04:09:04 AM,26.96,47.29,885.28,662.68,7.30,8.00,16.00,26.00

2024_07_10 - 04:10:05 AM,26.88,47.52,885.26,662.79,7.23,10.00,18.00,28.00

2024_07_10 - 04:11:05 AM,26.86,47.45,885.26,660.50,7.32,8.00,16.00,26.00

2024_07_10 - 04:12:05 AM,26.89,47.45,885.25,660.80,7.30,16.00,24.00,34.00

2024_07_10 - 04:13:06 AM,26.94,47.28,885.26,662.12,7.27,10.00,18.00,28.00

2024_07_10 - 04:14:06 AM,27.02,47.29,885.24,656.92,7.42,10.00,20.00,32.00

2024_07_10 - 04:15:06 AM,26.98,47.13,885.22,658.90,7.22,10.00,22.00,32.00

2024_07_10 - 04:16:06 AM,27.05,47.03,885.24,661.94,7.24,6.00,16.00,26.00

2024_07_10 - 04:17:07 AM,27.01,47.22,885.19,662.90,7.33,6.00,18.00,28.00

2024_07_10 - 04:18:07 AM,27.01,47.22,885.19,662.90,7.37,10.00,20.00,30.00

2024_07_10 - 04:19:07 AM,26.91,47.41,885.22,666.51,7.30,8.00,26.00,36.00

2024_07_10 - 04:20:08 AM,26.88,47.47,885.22,664.41,7.23,12.00,24.00,34.00

2024_07_10 - 04:21:08 AM,26.88,47.51,885.21,663.23,7.29,8.00,20.00,30.00

2024_07_10 - 04:22:08 AM,26.88,47.49,885.22,665.50,7.21,8.00,14.00,26.00

2024_07_10 - 04:23:08 AM,27.01,47.29,885.22,672.13,7.32,14.00,26.00,48.00

2024_07_10 - 04:24:09 AM,26.98,47.22,885.20,669.42,7.38,16.00,28.00,38.00

2024_07_10 - 04:25:09 AM,27.01,47.27,885.19,671.65,7.37,10.00,20.00,30.00

2024_07_10 - 04:26:09 AM,26.94,47.29,885.19,675.66,7.26,14.00,24.00,34.00

2024_07_10 - 04:27:10 AM,27.02,47.11,885.20,674.58,7.23,12.00,26.00,46.00

2024_07_10 - 04:28:10 AM,26.94,47.57,885.18,674.73,7.29,6.00,18.00,28.00

2024_07_10 - 04:29:10 AM,26.94,47.57,885.19,674.73,7.35,6.00,14.00,24.00

2024_07_10 - 04:30:10 AM,26.91,47.54,885.19,679.86,7.21,8.00,16.00,26.00

2024_07_10 - 04:31:11 AM,26.84,47.79,885.18,681.06,7.31,14.00,24.00,36.00

2024_07_10 - 04:32:11 AM,26.89,47.51,885.22,675.95,7.39,4.00,10.00,22.00

2024_07_10 - 04:33:11 AM,26.86,47.47,885.18,674.68,7.34,8.00,14.00,24.00

2024_07_10 - 04:34:12 AM,26.98,47.42,885.19,675.50,7.32,12.00,22.00,32.00

2024_07_10 - 04:35:12 AM,26.95,47.44,885.20,677.40,7.22,8.00,18.00,28.00

2024_07_10 - 04:36:12 AM,26.92,47.47,885.20,681.67,7.34,6.00,18.00,28.00

2024_07_10 - 04:37:14 AM,26.92,47.47,885.20,681.67,7.34,6.00,18.00,28.00

2024_07_10 - 04:38:11 AM,26.82,47.64,885.18,671.55,7.31,12.00,22.00,32.00

2024_07_10 - 04:39:13 AM,26.82,47.64,885.18,671.55,7.22,14.00,28.00,38.00

2024_07_10 - 04:40:13 AM,26.91,47.48,885.21,677.11,7.25,14.00,22.00,32.00

2024_07_10 - 04:41:14 AM,26.88,47.65,885.20,691.23,7.45,12.00,20.00,30.00

2024_07_10 - 04:42:14 AM,26.92,47.50,885.21,697.03,7.16,10.00,18.00,28.00

2024_07_10 - 04:43:14 AM,26.95,47.47,885.25,716.79,7.23,16.00,26.00,36.00

2024_07_10 - 04:44:14 AM,26.95,47.37,885.24,709.05,7.29,8.00,20.00,30.00

2024_07_10 - 04:45:15 AM,26.84,47.56,885.23,704.34,7.31,8.00,22.00,32.00

2024_07_10 - 04:46:15 AM,26.98,47.18,885.24,702.78,7.33,8.00,16.00,26.00

2024_07_10 - 04:47:15 AM,26.88,47.53,885.27,700.56,7.40,6.00,18.00,38.00

2024_07_10 - 04:48:16 AM,26.84,47.54,885.25,694.43,7.48,10.00,20.00,30.00

2024_07_10 - 04:49:16 AM,26.95,47.33,885.23,692.69,7.43,18.00,26.00,36.00

2024_07_10 - 04:50:16 AM,26.95,47.33,885.23,692.69,7.42,6.00,18.00,28.00

2024_07_10 - 04:51:16 AM,26.85,47.55,885.24,697.27,7.44,8.00,26.00,36.00

2024_07_10 - 04:52:17 AM,26.88,47.45,885.25,693.61,7.36,10.00,24.00,36.00

2024_07_10 - 04:53:17 AM,26.88,47.54,885.24,690.94,7.37,12.00,26.00,36.00

2024_07_10 - 04:54:17 AM,26.99,47.36,885.26,690.09,7.43,18.00,26.00,36.00

2024_07_10 - 04:55:18 AM,26.91,47.53,885.24,690.16,7.35,10.00,20.00,30.00

2024_07_10 - 04:56:18 AM,26.88,47.40,885.23,690.55,7.20,10.00,20.00,30.00

2024_07_10 - 04:57:18 AM,26.99,47.32,885.21,692.34,7.26,14.00,22.00,32.00

2024_07_10 - 04:58:18 AM,26.89,47.48,885.18,692.62,7.40,10.00,18.00,30.00

2024_07_10 - 04:59:19 AM,26.99,47.19,885.20,689.89,7.31,16.00,30.00,42.00

2024_07_10 - 05:00:19 AM,26.99,47.19,885.21,689.89,7.27,10.00,16.00,28.00

2024_07_10 - 05:01:19 AM,26.85,47.45,885.23,693.49,7.29,12.00,20.00,30.00

2024_07_10 - 05:02:20 AM,26.78,47.72,885.24,693.83,7.62,8.00,16.00,26.00

2024_07_10 - 05:03:20 AM,26.82,47.57,885.24,693.28,8.30,6.00,18.00,28.00

2024_07_10 - 05:04:20 AM,26.84,47.56,885.21,696.20,8.53,16.00,28.00,38.00

2024_07_10 - 05:05:20 AM,26.95,47.25,885.23,698.57,8.88,12.00,24.00,34.00

2024_07_10 - 05:06:21 AM,26.86,47.43,885.22,701.05,9.05,6.00,14.00,30.00

2024_07_10 - 05:07:21 AM,26.81,47.50,885.24,706.28,9.58,12.00,20.00,30.00

2024_07_10 - 05:08:21 AM,26.81,47.50,885.23,706.09,9.69,10.00,20.00,30.00

2024_07_10 - 05:09:22 AM,26.77,47.45,885.27,700.77,9.86,8.00,28.00,38.00

2024_07_10 - 05:10:22 AM,26.88,47.21,885.23,701.04,9.82,10.00,18.00,28.00

2024_07_10 - 05:11:22 AM,26.88,47.21,885.26,701.04,9.87,10.00,26.00,36.00

2024_07_10 - 05:12:22 AM,26.82,47.25,885.26,701.12,9.99,8.00,18.00,28.00

2024_07_10 - 05:13:23 AM,26.81,47.42,885.24,701.45,10.18,12.00,18.00,30.00

2024_07_10 - 05:14:23 AM,26.85,47.19,885.20,699.40,9.99,14.00,24.00,38.00

2024_07_10 - 05:15:23 AM,26.84,47.14,885.25,701.48,9.96,12.00,24.00,34.00

2024_07_10 - 05:16:24 AM,26.82,47.18,885.25,701.44,9.94,12.00,24.00,36.00

2024_07_10 - 05:17:24 AM,26.79,47.28,885.24,703.76,10.08,12.00,24.00,34.00

2024_07_10 - 05:18:24 AM,26.88,47.08,885.26,703.54,9.91,12.00,28.00,38.00

2024_07_10 - 05:19:24 AM,26.88,47.11,885.24,703.48,9.92,6.00,18.00,28.00

2024_07_10 - 05:20:25 AM,26.77,47.29,885.23,702.02,10.05,10.00,22.00,32.00

2024_07_10 - 05:21:25 AM,26.77,47.29,885.23,702.02,10.00,12.00,24.00,34.00

2024_07_10 - 05:22:25 AM,26.78,47.30,885.21,702.32,9.79,16.00,40.00,50.00

2024_07_10 - 05:23:26 AM,26.77,47.16,885.24,702.06,9.83,10.00,18.00,28.00

2024_07_10 - 05:24:26 AM,26.84,47.05,885.24,702.60,9.69,10.00,20.00,30.00

2024_07_10 - 05:25:26 AM,26.74,47.34,885.21,705.83,9.75,12.00,24.00,34.00

2024_07_10 - 05:26:26 AM,26.77,47.20,885.20,704.04,9.63,8.00,20.00,30.00

2024_07_10 - 05:27:27 AM,26.77,47.29,885.17,706.08,9.45,8.00,18.00,28.00

2024_07_10 - 05:28:27 AM,26.71,47.31,885.18,706.88,9.42,12.00,24.00,34.00

2024_07_10 - 05:29:27 AM,26.82,46.99,885.23,705.37,9.36,6.00,26.00,36.00

2024_07_10 - 05:30:28 AM,26.77,47.09,885.21,707.21,9.30,12.00,20.00,30.00

2024_07_10 - 05:31:28 AM,26.78,47.02,885.18,708.52,9.39,10.00,24.00,34.00

2024_07_10 - 05:32:28 AM,26.78,47.02,885.20,708.52,9.23,12.00,26.00,36.00

2024_07_10 - 05:33:28 AM,26.68,47.24,885.20,703.78,9.13,14.00,24.00,34.00

2024_07_10 - 05:34:29 AM,26.73,47.15,885.19,708.39,9.14,10.00,24.00,36.00

2024_07_10 - 05:35:29 AM,26.78,47.10,885.22,710.50,9.08,18.00,32.00,42.00

2024_07_10 - 05:36:29 AM,26.75,47.00,885.24,710.73,9.22,10.00,22.00,32.00

2024_07_10 - 05:38:30 AM,26.81,46.83,885.23,711.57,8.90,6.00,20.00,30.00

2024_07_10 - 05:39:30 AM,26.79,46.85,885.25,710.59,8.69,14.00,24.00,34.00

2024_07_10 - 05:40:30 AM,26.68,47.17,885.20,716.46,8.80,14.00,26.00,46.00

2024_07_10 - 05:41:31 AM,26.74,46.92,885.21,711.44,8.64,10.00,16.00,26.00

2024_07_10 - 05:42:31 AM,26.74,46.92,885.21,711.44,8.55,14.00,28.00,40.00

2024_07_10 - 05:43:31 AM,26.70,47.01,885.20,708.60,8.58,8.00,18.00,28.00

2024_07_10 - 05:44:32 AM,26.62,47.15,885.19,705.33,8.49,10.00,30.00,40.00

2024_07_10 - 05:45:32 AM,26.71,47.00,885.22,709.95,8.26,14.00,22.00,32.00

2024_07_10 - 05:46:32 AM,26.70,47.02,885.19,712.15,8.15,16.00,24.00,36.00

2024_07_10 - 05:47:32 AM,26.81,46.73,885.18,708.79,8.06,22.00,32.00,42.00

2024_07_10 - 05:48:33 AM,26.78,46.75,885.18,702.07,8.06,18.00,24.00,34.00

2024_07_10 - 05:49:33 AM,26.82,46.62,885.20,702.07,8.00,12.00,30.00,40.00

2024_07_10 - 05:50:33 AM,26.70,46.95,885.19,702.49,8.01,12.00,20.00,30.00

2024_07_10 - 05:51:34 AM,26.67,46.94,885.21,698.17,7.86,14.00,26.00,36.00

2024_07_10 - 05:52:34 AM,26.73,46.83,885.21,699.81,7.78,12.00,28.00,40.00

2024_07_10 - 05:53:34 AM,26.73,46.83,885.21,699.81,7.79,14.00,30.00,40.00

2024_07_10 - 05:54:34 AM,26.77,46.77,885.21,700.06,7.69,12.00,26.00,38.00

2024_07_10 - 05:55:35 AM,26.70,46.90,885.23,702.90,7.71,12.00,24.00,34.00

2024_07_10 - 05:56:35 AM,26.68,46.77,885.19,698.11,7.69,10.00,20.00,30.00

2024_07_10 - 05:57:35 AM,26.74,46.69,885.21,698.30,7.59,12.00,32.00,42.00

2024_07_10 - 05:58:36 AM,26.70,46.67,885.19,695.77,7.51,10.00,28.00,38.00

2024_07_10 - 05:59:36 AM,26.82,46.50,885.22,696.99,7.39,14.00,22.00,32.00

2024_07_10 - 06:00:36 AM,26.65,46.76,885.18,701.53,7.57,20.00,30.00,42.00

2024_07_10 - 06:01:36 AM,26.68,46.61,885.21,705.27,7.29,10.00,22.00,32.00

2024_07_10 - 06:02:37 AM,26.73,46.62,885.19,704.36,7.21,10.00,20.00,30.00

2024_07_10 - 06:03:37 AM,26.73,46.62,885.22,704.36,7.06,16.00,26.00,36.00

2024_07_10 - 06:04:37 AM,26.75,46.59,885.19,708.03,7.20,14.00,20.00,30.00

2024_07_10 - 06:05:38 AM,26.70,46.55,885.18,706.96,7.12,14.00,26.00,36.00

2024_07_10 - 06:06:38 AM,26.74,46.61,885.17,707.61,7.03,16.00,34.00,44.00

2024_07_10 - 06:07:38 AM,26.73,46.56,885.19,706.73,7.11,20.00,28.00,42.00

2024_07_10 - 06:08:38 AM,26.70,46.45,885.18,707.20,7.06,14.00,22.00,34.00

2024_07_10 - 06:09:39 AM,26.82,46.35,885.21,711.04,6.86,16.00,26.00,36.00

2024_07_10 - 06:10:39 AM,26.79,46.24,885.21,712.09,6.83,16.00,28.00,38.00

2024_07_10 - 06:11:39 AM,26.75,46.32,885.22,710.54,6.81,10.00,18.00,28.00

2024_07_10 - 06:12:40 AM,26.61,46.58,885.20,707.37,6.78,14.00,20.00,30.00

2024_07_10 - 06:13:40 AM,26.58,46.60,885.20,703.78,6.85,12.00,22.00,32.00

2024_07_10 - 06:14:40 AM,26.58,46.60,885.21,703.78,6.77,14.00,24.00,34.00

2024_07_10 - 06:15:40 AM,26.58,46.60,885.23,694.85,6.70,12.00,32.00,42.00

2024_07_10 - 06:16:41 AM,26.62,46.55,885.20,694.19,6.66,18.00,28.00,38.00

2024_07_10 - 06:17:41 AM,26.75,46.25,885.21,695.89,6.60,14.00,20.00,42.00

2024_07_10 - 06:18:41 AM,26.70,46.27,885.22,694.45,6.46,10.00,20.00,30.00

2024_07_10 - 06:19:42 AM,26.73,46.19,885.22,692.83,6.53,12.00,28.00,38.00

2024_07_10 - 06:20:42 AM,26.64,46.29,885.22,697.71,6.49,10.00,20.00,30.00

2024_07_10 - 06:21:42 AM,26.75,46.14,885.25,694.95,6.44,8.00,20.00,32.00

2024_07_10 - 06:22:42 AM,26.65,46.27,885.23,697.29,6.41,14.00,22.00,32.00

2024_07_10 - 06:23:43 AM,26.68,46.22,885.24,696.65,6.21,14.00,28.00,38.00

2024_07_10 - 06:24:43 AM,26.68,46.22,885.26,696.65,6.25,12.00,24.00,34.00

2024_07_10 - 06:25:43 AM,26.73,46.07,885.25,695.47,6.10,14.00,26.00,36.00

2024_07_10 - 06:26:44 AM,26.71,46.14,885.20,693.05,6.06,10.00,22.00,32.00

2024_07_10 - 06:27:44 AM,26.81,45.92,885.26,692.20,6.07,18.00,30.00,40.00

2024_07_10 - 06:28:44 AM,26.74,45.97,885.28,693.67,6.11,18.00,30.00,40.00

2024_07_10 - 06:29:44 AM,26.84,45.89,885.26,693.89,5.98,14.00,24.00,34.00

2024_07_10 - 06:30:45 AM,26.74,45.98,885.25,695.08,5.93,12.00,24.00,34.00

2024_07_10 - 06:31:45 AM,26.77,45.80,885.28,692.08,5.83,14.00,26.00,36.00

2024_07_10 - 06:32:45 AM,26.70,45.86,885.31,692.07,5.86,16.00,28.00,38.00

2024_07_10 - 06:33:46 AM,26.74,45.84,885.27,690.42,5.82,8.00,24.00,34.00

2024_07_10 - 06:34:46 AM,26.70,45.87,885.29,691.29,5.73,18.00,32.00,42.00

2024_07_10 - 06:35:44 AM,26.70,45.87,885.29,691.29,5.72,16.00,30.00,40.00

2024_07_10 - 06:36:46 AM,26.73,45.77,885.27,689.42,5.74,12.00,24.00,36.00

2024_07_10 - 06:37:50 AM,26.79,45.54,885.27,692.95,5.69,14.00,24.00,36.00

2024_07_10 - 06:38:47 AM,26.77,45.59,885.26,696.67,5.63,18.00,36.00,46.00

