Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_10 - 06:39:47 AM,26.79,45.47,885.26,695.92,5.53,12.00,20.00,30.00

2024_07_10 - 06:40:48 AM,26.78,45.38,885.27,700.22,5.57,14.00,24.00,34.00

2024_07_10 - 06:41:48 AM,26.78,45.40,885.25,699.92,5.58,14.00,26.00,36.00

2024_07_10 - 06:42:48 AM,26.78,45.40,885.26,698.01,5.59,14.00,28.00,38.00

2024_07_10 - 06:43:48 AM,26.71,45.50,885.23,701.47,5.59,14.00,22.00,32.00

2024_07_10 - 06:44:49 AM,26.77,45.31,885.25,702.59,5.48,14.00,24.00,34.00

2024_07_10 - 06:45:49 AM,26.77,45.31,885.25,702.59,5.46,10.00,22.00,32.00

2024_07_10 - 06:46:49 AM,26.77,45.26,885.22,703.84,5.51,14.00,32.00,42.00

2024_07_10 - 06:47:50 AM,26.75,45.32,885.25,703.24,5.50,14.00,30.00,40.00

2024_07_10 - 06:48:50 AM,26.73,45.28,885.24,702.13,5.46,14.00,20.00,30.00

2024_07_10 - 06:49:50 AM,26.74,45.28,885.23,704.70,5.51,14.00,24.00,34.00

2024_07_10 - 06:50:50 AM,26.82,45.14,885.23,705.59,5.43,14.00,30.00,42.00

2024_07_10 - 06:51:51 AM,26.78,44.98,885.23,709.83,5.44,14.00,24.00,34.00

2024_07_10 - 06:52:51 AM,26.74,45.21,885.24,703.14,5.40,10.00,20.00,30.00

2024_07_10 - 06:53:51 AM,26.74,45.14,885.25,705.68,5.47,12.00,32.00,50.00

2024_07_10 - 06:54:52 AM,26.75,45.06,885.24,709.20,5.36,14.00,26.00,36.00

2024_07_10 - 06:55:52 AM,26.73,45.17,885.21,709.86,5.35,16.00,26.00,36.00

2024_07_10 - 06:56:52 AM,26.73,45.17,885.25,709.86,5.22,16.00,30.00,40.00

2024_07_10 - 06:57:52 AM,26.86,44.76,885.21,708.28,5.22,14.00,30.00,40.00

2024_07_10 - 06:58:53 AM,26.73,45.03,885.19,706.88,5.29,12.00,24.00,34.00

2024_07_10 - 06:59:53 AM,26.84,44.84,885.23,714.41,5.21,20.00,28.00,38.00

2024_07_10 - 07:00:53 AM,26.78,44.85,885.24,722.39,5.22,10.00,18.00,28.00

2024_07_10 - 07:01:54 AM,26.81,44.69,885.20,721.61,5.14,12.00,28.00,38.00

2024_07_10 - 07:02:54 AM,26.91,44.47,885.22,720.56,5.16,14.00,26.00,36.00

2024_07_10 - 07:03:54 AM,26.88,44.47,885.21,722.97,5.19,6.00,16.00,26.00

2024_07_10 - 07:04:54 AM,26.86,44.48,885.21,721.81,5.13,14.00,22.00,32.00

2024_07_10 - 07:05:55 AM,26.84,44.43,885.18,721.81,5.05,12.00,28.00,38.00

2024_07_10 - 07:06:55 AM,26.84,44.43,885.22,721.81,5.04,10.00,18.00,30.00

2024_07_10 - 07:07:55 AM,26.92,44.23,885.16,715.77,5.02,18.00,28.00,38.00

2024_07_10 - 07:08:56 AM,26.84,44.26,885.19,717.19,5.07,14.00,24.00,34.00

2024_07_10 - 07:09:56 AM,26.92,44.15,885.21,715.29,5.07,14.00,28.00,40.00

2024_07_10 - 07:10:56 AM,26.82,44.26,885.19,716.87,4.95,14.00,30.00,40.00

2024_07_10 - 07:11:56 AM,26.86,44.27,885.17,714.91,5.01,18.00,28.00,38.00

2024_07_10 - 07:12:57 AM,26.82,44.28,885.19,716.05,5.29,16.00,24.00,34.00

2024_07_10 - 07:13:57 AM,26.88,44.23,885.19,717.40,5.50,14.00,24.00,34.00

2024_07_10 - 07:14:57 AM,26.79,44.27,885.16,717.56,5.74,18.00,36.00,46.00

2024_07_10 - 07:15:58 AM,26.78,44.29,885.18,715.87,5.87,6.00,22.00,32.00

2024_07_10 - 07:16:58 AM,26.74,44.34,885.18,716.32,6.02,10.00,24.00,40.00

2024_07_10 - 07:17:58 AM,26.74,44.34,885.15,716.32,6.22,14.00,24.00,34.00

2024_07_10 - 07:18:58 AM,26.64,44.51,885.16,714.86,6.28,14.00,24.00,34.00

2024_07_10 - 07:19:59 AM,26.61,44.46,885.16,713.75,6.38,10.00,20.00,30.00

2024_07_10 - 07:20:59 AM,26.57,44.69,885.17,711.30,6.47,8.00,22.00,32.00

2024_07_10 - 07:21:59 AM,26.62,44.47,885.15,710.13,6.52,16.00,34.00,44.00

2024_07_10 - 07:23:00 AM,26.61,44.46,885.15,710.46,6.45,8.00,18.00,28.00

2024_07_10 - 07:24:00 AM,26.58,44.34,885.15,708.67,6.54,16.00,24.00,34.00

2024_07_10 - 07:25:00 AM,26.61,44.38,885.12,708.57,6.44,14.00,24.00,34.00

2024_07_10 - 07:26:00 AM,26.52,44.43,885.10,708.05,6.34,14.00,26.00,36.00

2024_07_10 - 07:27:01 AM,26.51,44.48,885.11,708.27,6.40,14.00,28.00,38.00

2024_07_10 - 07:28:01 AM,26.51,44.48,885.14,708.27,6.37,14.00,30.00,40.00

2024_07_10 - 07:29:01 AM,26.54,44.46,885.15,713.69,6.34,20.00,30.00,40.00

2024_07_10 - 07:30:02 AM,26.47,44.45,885.13,714.20,6.35,16.00,24.00,34.00

2024_07_10 - 07:31:02 AM,26.48,44.45,885.15,714.82,6.27,16.00,28.00,38.00

2024_07_10 - 07:32:02 AM,26.55,44.16,885.10,720.23,6.36,8.00,20.00,30.00

2024_07_10 - 07:33:02 AM,26.47,44.39,885.12,725.90,6.20,12.00,20.00,30.00

2024_07_10 - 07:34:03 AM,26.67,43.89,885.12,724.52,6.12,8.00,18.00,30.00

2024_07_10 - 07:35:03 AM,26.61,43.91,885.12,714.26,6.03,16.00,24.00,36.00

2024_07_10 - 07:36:03 AM,26.62,43.93,885.11,716.75,6.01,16.00,30.00,40.00

2024_07_10 - 07:37:04 AM,26.73,43.68,885.08,719.62,5.77,10.00,22.00,32.00

2024_07_10 - 07:39:04 AM,26.71,43.71,885.11,713.00,5.77,12.00,26.00,36.00

2024_07_10 - 07:40:04 AM,26.77,43.51,885.11,712.19,5.64,10.00,22.00,32.00

2024_07_10 - 07:41:05 AM,26.84,43.35,885.09,705.89,5.54,12.00,24.00,34.00

2024_07_10 - 07:42:05 AM,26.85,43.12,885.08,699.59,5.51,10.00,16.00,38.00

2024_07_10 - 07:43:05 AM,26.94,43.10,885.06,701.87,5.52,10.00,22.00,32.00

2024_07_10 - 07:44:06 AM,26.84,43.19,885.10,700.51,5.62,12.00,24.00,34.00

2024_07_10 - 07:45:06 AM,26.85,43.08,885.07,701.64,5.63,12.00,24.00,34.00

2024_07_10 - 07:46:06 AM,26.77,43.28,885.12,702.63,5.69,14.00,30.00,40.00

2024_07_10 - 07:47:06 AM,26.78,43.21,885.09,703.78,5.69,12.00,22.00,32.00

2024_07_10 - 07:48:07 AM,26.78,43.19,885.06,702.04,5.82,16.00,24.00,34.00

2024_07_10 - 07:49:07 AM,26.78,43.19,885.13,702.04,6.77,12.00,20.00,30.00

2024_07_10 - 07:50:07 AM,26.82,43.13,885.05,699.71,7.75,14.00,24.00,34.00

2024_07_10 - 07:51:08 AM,26.85,43.16,885.08,699.38,8.67,14.00,24.00,34.00

2024_07_10 - 07:52:08 AM,26.85,43.12,885.12,698.80,9.38,10.00,28.00,38.00

2024_07_10 - 07:53:08 AM,26.82,43.21,885.05,698.83,10.00,14.00,30.00,40.00

2024_07_10 - 07:54:08 AM,26.78,43.15,885.06,698.72,10.45,14.00,26.00,38.00

2024_07_10 - 07:55:09 AM,26.81,43.11,885.11,700.72,10.85,16.00,30.00,40.00

2024_07_10 - 07:56:09 AM,26.77,43.12,885.06,702.10,11.18,12.00,22.00,32.00

2024_07_10 - 07:57:09 AM,26.88,43.03,885.11,704.99,11.32,12.00,22.00,32.00

2024_07_10 - 07:58:10 AM,26.73,43.22,885.06,710.00,11.37,12.00,24.00,34.00

2024_07_10 - 07:59:10 AM,26.73,43.22,885.02,710.00,11.51,8.00,24.00,34.00

2024_07_10 - 08:00:10 AM,26.89,42.97,885.10,709.10,11.47,18.00,36.00,54.00

2024_07_10 - 08:01:10 AM,26.86,42.86,885.03,712.52,11.30,12.00,28.00,38.00

2024_07_10 - 08:02:11 AM,26.96,42.96,885.03,711.63,11.30,8.00,24.00,36.00

2024_07_10 - 08:03:11 AM,27.09,42.59,885.08,712.47,10.95,18.00,30.00,42.00

2024_07_10 - 08:04:11 AM,26.98,42.83,885.03,713.07,10.95,12.00,30.00,40.00

2024_07_10 - 08:05:12 AM,26.92,43.12,885.01,717.07,10.82,16.00,22.00,32.00

2024_07_10 - 08:06:12 AM,26.98,42.99,885.00,719.91,10.64,16.00,28.00,40.00

2024_07_10 - 08:07:12 AM,26.96,43.03,884.99,720.64,10.38,10.00,30.00,40.00

2024_07_10 - 08:08:12 AM,26.96,42.94,885.03,719.60,10.41,10.00,18.00,28.00

2024_07_10 - 08:09:13 AM,26.92,42.93,885.01,719.66,10.10,18.00,34.00,44.00

2024_07_10 - 08:10:13 AM,26.92,42.93,885.04,719.66,9.73,10.00,20.00,30.00

2024_07_10 - 08:11:13 AM,26.91,42.83,885.04,722.42,9.62,12.00,24.00,34.00

2024_07_10 - 08:12:13 AM,26.92,42.75,885.02,724.70,9.49,20.00,30.00,40.00

2024_07_10 - 08:13:14 AM,26.94,42.91,885.05,723.20,9.27,12.00,24.00,34.00

2024_07_10 - 08:14:14 AM,26.92,42.72,885.01,725.51,9.19,10.00,18.00,30.00

2024_07_10 - 08:15:14 AM,27.02,42.60,885.08,726.59,9.05,18.00,34.00,62.00

2024_07_10 - 08:16:15 AM,26.92,42.73,885.06,723.69,8.96,12.00,22.00,32.00

2024_07_10 - 08:17:15 AM,26.89,42.72,885.05,726.27,8.78,14.00,22.00,32.00

2024_07_10 - 08:18:15 AM,26.88,42.83,885.03,726.60,8.61,16.00,32.00,42.00

2024_07_10 - 08:19:16 AM,27.01,42.46,885.09,727.77,8.34,18.00,30.00,40.00

2024_07_10 - 08:20:16 AM,27.01,42.46,885.09,727.77,8.19,14.00,26.00,36.00

2024_07_10 - 08:21:16 AM,27.03,42.34,885.08,725.87,8.08,16.00,26.00,38.00

2024_07_10 - 08:22:16 AM,26.98,42.72,885.10,729.62,7.86,12.00,24.00,34.00

2024_07_10 - 08:23:15 AM,26.95,42.59,885.06,732.78,7.83,12.00,22.00,34.00

2024_07_10 - 08:24:17 AM,26.94,42.58,885.10,731.60,7.69,16.00,24.00,40.00

2024_07_10 - 08:25:17 AM,26.96,42.48,885.09,730.51,7.62,10.00,22.00,32.00

2024_07_10 - 08:26:17 AM,26.84,42.68,885.07,730.37,7.50,12.00,26.00,36.00

2024_07_10 - 08:27:18 AM,26.88,42.52,885.08,730.65,7.38,14.00,22.00,32.00

2024_07_10 - 08:28:18 AM,26.84,42.50,885.15,731.42,7.13,18.00,32.00,42.00

2024_07_10 - 08:29:18 AM,26.89,42.45,885.14,732.26,7.09,14.00,28.00,38.00

2024_07_10 - 08:30:19 AM,26.92,42.30,885.12,738.26,6.91,10.00,20.00,30.00

2024_07_10 - 08:31:19 AM,26.92,42.30,885.12,738.26,6.83,16.00,30.00,42.00

2024_07_10 - 08:32:19 AM,26.86,42.52,885.14,744.22,6.66,14.00,24.00,34.00

2024_07_10 - 08:33:19 AM,26.78,42.63,885.12,741.96,6.60,16.00,36.00,46.00

2024_07_10 - 08:34:20 AM,26.85,42.55,885.15,752.38,6.47,10.00,22.00,34.00

2024_07_10 - 08:35:20 AM,26.84,42.60,885.15,764.08,6.41,8.00,24.00,34.00

2024_07_10 - 08:36:20 AM,26.75,42.68,885.16,757.75,6.30,16.00,26.00,38.00

2024_07_10 - 08:37:21 AM,26.77,42.62,885.16,757.15,6.25,12.00,22.00,32.00

2024_07_10 - 08:38:21 AM,26.85,42.51,885.19,759.61,6.18,10.00,18.00,30.00

2024_07_10 - 08:39:21 AM,26.91,42.49,885.16,763.16,6.02,8.00,24.00,34.00

2024_07_10 - 08:40:21 AM,26.82,42.40,885.16,766.36,5.84,8.00,20.00,30.00

2024_07_10 - 08:41:22 AM,26.82,42.40,885.16,766.36,5.77,10.00,24.00,34.00

2024_07_10 - 08:42:22 AM,26.77,42.64,885.13,768.48,5.66,14.00,26.00,38.00

2024_07_10 - 08:43:22 AM,26.79,42.59,885.18,769.24,5.53,14.00,32.00,42.00

2024_07_10 - 08:44:23 AM,26.78,42.47,885.16,769.42,5.49,12.00,22.00,34.00

2024_07_10 - 08:45:23 AM,26.85,42.29,885.16,771.26,5.38,22.00,30.00,40.00

2024_07_10 - 08:46:23 AM,26.94,42.16,885.15,774.12,5.25,12.00,26.00,38.00

2024_07_10 - 08:47:23 AM,26.92,42.18,885.14,776.52,5.13,16.00,28.00,38.00

2024_07_10 - 08:48:24 AM,26.88,42.21,885.16,777.93,5.11,20.00,30.00,40.00

2024_07_10 - 08:49:24 AM,26.86,42.17,885.13,780.83,5.04,14.00,24.00,36.00

2024_07_10 - 08:50:24 AM,26.86,42.17,885.12,779.16,4.93,12.00,20.00,30.00

2024_07_10 - 08:51:25 AM,26.91,42.02,885.14,771.16,4.81,12.00,26.00,38.00

2024_07_10 - 08:52:25 AM,26.91,42.02,885.14,771.16,4.65,14.00,26.00,36.00

2024_07_10 - 08:53:25 AM,26.89,42.07,885.15,778.05,4.60,10.00,24.00,36.00

2024_07_10 - 08:54:25 AM,26.98,41.88,885.15,776.86,4.52,10.00,24.00,34.00

2024_07_10 - 08:55:26 AM,26.88,42.09,885.14,774.08,4.51,16.00,34.00,44.00

2024_07_10 - 08:56:26 AM,26.88,42.02,885.14,776.40,4.51,20.00,30.00,40.00

2024_07_10 - 08:57:26 AM,26.91,42.05,885.14,772.88,4.29,8.00,24.00,34.00

2024_07_10 - 08:58:27 AM,26.96,41.85,885.12,773.58,4.28,10.00,24.00,34.00

2024_07_10 - 08:59:27 AM,26.85,42.12,885.09,776.86,4.23,14.00,24.00,34.00

2024_07_10 - 09:00:27 AM,26.88,41.99,885.11,780.64,4.18,12.00,20.00,30.00

2024_07_10 - 09:01:27 AM,26.98,41.82,885.09,781.86,4.04,12.00,28.00,38.00

2024_07_10 - 09:02:28 AM,26.98,41.82,885.10,781.86,4.01,14.00,24.00,36.00

2024_07_10 - 09:03:28 AM,26.95,41.85,885.12,775.90,3.92,14.00,24.00,34.00

2024_07_10 - 09:04:28 AM,26.94,41.77,885.12,777.17,3.82,12.00,22.00,32.00

2024_07_10 - 09:05:29 AM,26.98,41.85,885.10,780.37,3.75,12.00,20.00,30.00

2024_07_10 - 09:06:29 AM,27.05,41.55,885.10,781.10,3.63,10.00,16.00,28.00

2024_07_10 - 09:07:29 AM,27.06,41.51,885.11,783.51,3.67,16.00,30.00,40.00

2024_07_10 - 09:08:29 AM,26.98,41.75,885.08,779.53,3.56,16.00,26.00,36.00

2024_07_10 - 09:09:30 AM,27.01,41.69,885.07,780.31,3.49,14.00,40.00,50.00

2024_07_10 - 09:10:30 AM,26.98,41.66,885.08,775.91,3.42,16.00,32.00,42.00

2024_07_10 - 09:11:30 AM,26.99,41.63,885.08,774.72,3.36,22.00,34.00,44.00

2024_07_10 - 09:12:31 AM,26.98,41.63,885.08,774.79,3.32,10.00,20.00,30.00

2024_07_10 - 09:13:31 AM,26.98,41.63,885.05,774.79,3.22,10.00,20.00,30.00

2024_07_10 - 09:14:31 AM,26.98,41.64,885.08,773.27,3.18,14.00,24.00,36.00

2024_07_10 - 09:15:31 AM,27.03,41.56,885.05,772.31,3.08,16.00,34.00,44.00

2024_07_10 - 09:16:32 AM,27.03,41.58,885.07,775.48,3.03,22.00,34.00,44.00

2024_07_10 - 09:17:32 AM,27.10,41.58,885.08,777.57,3.01,12.00,28.00,38.00

2024_07_10 - 09:18:32 AM,27.06,41.48,885.09,780.94,2.90,14.00,24.00,34.00

2024_07_10 - 09:19:33 AM,27.07,41.79,885.12,779.95,2.87,12.00,26.00,36.00

2024_07_10 - 09:20:33 AM,26.99,41.70,885.10,786.35,2.82,16.00,32.00,42.00

2024_07_10 - 09:21:33 AM,27.03,41.69,885.13,788.85,2.79,16.00,28.00,38.00

2024_07_10 - 09:22:33 AM,27.02,41.62,885.12,793.44,2.73,16.00,26.00,36.00

2024_07_10 - 09:23:34 AM,27.02,41.62,885.12,793.44,2.73,10.00,18.00,28.00

2024_07_10 - 09:24:34 AM,27.06,41.56,885.11,791.96,2.66,16.00,28.00,38.00

2024_07_10 - 09:25:34 AM,27.01,41.65,885.13,792.03,2.64,12.00,30.00,40.00

2024_07_10 - 09:26:35 AM,27.05,41.67,885.13,784.31,2.58,14.00,36.00,46.00

2024_07_10 - 09:27:35 AM,27.50,40.85,885.14,781.80,2.53,18.00,26.00,36.00

2024_07_10 - 09:28:35 AM,27.47,40.79,885.13,786.64,2.49,12.00,24.00,34.00

2024_07_10 - 09:29:35 AM,27.69,40.45,885.12,789.70,2.49,10.00,24.00,34.00

2024_07_10 - 09:30:36 AM,27.81,40.05,885.14,789.45,2.45,14.00,28.00,38.00

2024_07_10 - 09:31:36 AM,27.88,39.90,885.12,788.75,2.41,18.00,28.00,38.00

2024_07_10 - 09:32:36 AM,27.46,40.91,885.09,786.61,2.41,10.00,26.00,36.00

2024_07_10 - 09:33:37 AM,27.39,41.17,885.12,788.46,2.42,10.00,22.00,32.00

2024_07_10 - 09:34:37 AM,27.39,41.17,885.10,788.46,2.42,12.00,20.00,30.00

2024_07_10 - 09:35:37 AM,27.25,41.39,885.10,786.77,2.42,20.00,32.00,42.00

2024_07_10 - 09:36:37 AM,27.22,41.53,885.12,791.50,2.42,18.00,38.00,48.00

2024_07_10 - 09:37:38 AM,27.23,41.47,885.15,794.35,2.38,14.00,26.00,36.00

2024_07_10 - 09:38:37 AM,27.16,41.67,885.12,792.35,2.32,10.00,20.00,30.00

2024_07_10 - 09:39:38 AM,27.28,41.58,885.14,784.19,2.37,12.00,22.00,40.00

2024_07_10 - 09:40:39 AM,27.32,41.54,885.16,781.36,2.33,12.00,20.00,32.00

2024_07_10 - 09:41:39 AM,27.22,41.69,885.13,781.74,2.32,10.00,18.00,30.00

2024_07_10 - 09:42:39 AM,27.20,41.61,885.17,780.76,2.34,18.00,30.00,42.00

2024_07_10 - 09:43:39 AM,27.14,41.59,885.14,782.11,2.30,18.00,36.00,46.00

2024_07_10 - 09:44:40 AM,27.14,41.59,885.12,782.11,2.33,12.00,22.00,32.00

2024_07_10 - 09:45:40 AM,27.20,41.59,885.15,783.46,2.31,10.00,24.00,34.00

2024_07_10 - 09:46:40 AM,27.33,41.22,885.21,783.03,2.29,14.00,24.00,34.00

2024_07_10 - 09:47:41 AM,27.25,41.43,885.15,782.62,2.28,14.00,22.00,34.00

2024_07_10 - 09:48:41 AM,27.22,41.35,885.19,780.46,2.31,16.00,34.00,44.00

2024_07_10 - 09:49:41 AM,27.28,41.18,885.19,780.40,2.29,18.00,26.00,36.00

2024_07_10 - 09:50:41 AM,27.26,41.36,885.16,777.86,2.31,12.00,24.00,36.00

2024_07_10 - 09:51:42 AM,27.22,41.47,885.17,773.11,2.26,10.00,22.00,32.00

2024_07_10 - 09:52:42 AM,27.14,41.71,885.17,774.34,2.27,20.00,38.00,56.00

2024_07_10 - 09:53:42 AM,27.25,41.37,885.16,769.09,2.26,18.00,26.00,38.00

2024_07_10 - 09:54:43 AM,27.25,41.37,885.18,769.09,2.26,14.00,24.00,34.00

2024_07_10 - 09:55:43 AM,27.51,40.95,885.18,765.74,2.25,14.00,30.00,42.00

2024_07_10 - 09:56:43 AM,27.41,41.00,885.19,759.60,2.24,16.00,24.00,34.00

2024_07_10 - 09:57:43 AM,27.25,41.76,885.21,760.47,2.22,18.00,40.00,54.00

2024_07_10 - 09:58:44 AM,27.29,41.57,885.18,753.83,2.22,14.00,22.00,32.00

2024_07_10 - 09:59:44 AM,27.33,41.45,885.19,749.17,2.22,22.00,40.00,50.00

2024_07_10 - 10:00:44 AM,27.22,41.83,885.18,750.65,2.21,8.00,18.00,28.00

2024_07_10 - 10:01:45 AM,27.41,41.53,885.18,754.29,2.16,18.00,32.00,42.00

2024_07_10 - 10:02:45 AM,27.23,41.82,885.18,751.49,2.19,20.00,38.00,48.00

2024_07_10 - 10:05:46 AM,27.56,41.35,885.19,767.40,2.17,10.00,18.00,28.00
2024_07_10 - 10:06:46 AM,27.56,41.08,885.14,778.77,2.22,16.00,32.00,42.00
2024_07_10 - 10:07:46 AM,27.65,41.45,885.14,783.04,2.19,10.00,22.00,44.00
2024_07_10 - 10:08:47 AM,27.64,40.98,885.18,789.25,2.19,20.00,34.00,44.00
2024_07_10 - 10:09:47 AM,27.61,40.67,885.15,779.42,2.23,14.00,32.00,42.00
2024_07_10 - 10:10:47 AM,27.60,40.86,885.14,773.32,2.29,14.00,28.00,38.00
2024_07_10 - 10:11:47 AM,27.58,40.71,885.16,767.90,2.31,16.00,32.00,42.00
2024_07_10 - 10:12:48 AM,27.54,40.63,885.10,765.90,2.30,14.00,34.00,44.00
2024_07_10 - 10:13:48 AM,27.65,40.51,885.13,762.72,2.30,24.00,34.00,44.00
2024_07_10 - 10:14:48 AM,27.61,40.55,885.13,762.32,2.33,14.00,24.00,34.00
2024_07_10 - 10:15:49 AM,27.61,40.55,885.09,762.32,2.33,16.00,30.00,40.00
2024_07_10 - 10:16:49 AM,27.54,40.72,885.11,758.16,5.31,18.00,32.00,42.00
2024_07_10 - 10:17:49 AM,27.51,40.75,885.10,757.32,8.67,20.00,36.00,46.00
2024_07_10 - 10:18:49 AM,27.40,40.61,885.14,751.73,11.38,20.00,36.00,46.00
2024_07_10 - 10:19:50 AM,27.43,40.36,885.08,742.56,12.98,22.00,42.00,52.00
2024_07_10 - 10:20:50 AM,27.41,40.13,885.10,724.18,13.75,14.00,30.00,40.00
2024_07_10 - 10:21:50 AM,27.36,40.23,885.07,669.79,14.41,18.00,34.00,44.00
2024_07_10 - 10:22:51 AM,27.32,40.26,885.05,596.91,15.18,22.00,32.00,44.00
2024_07_10 - 10:23:51 AM,27.30,40.21,885.07,603.46,15.41,20.00,36.00,48.00
2024_07_10 - 10:24:51 AM,27.25,40.27,885.05,607.78,15.95,16.00,34.00,46.00
2024_07_10 - 10:25:51 AM,27.28,40.08,885.06,610.27,15.75,18.00,44.00,54.00
2024_07_10 - 10:26:52 AM,27.28,40.08,885.03,610.27,15.48,18.00,32.00,42.00
2024_07_10 - 10:27:52 AM,27.22,40.16,885.07,610.10,15.35,12.00,28.00,40.00
2024_07_10 - 10:28:52 AM,27.19,40.27,885.04,603.11,15.00,24.00,42.00,54.00
2024_07_10 - 10:29:53 AM,27.23,40.34,885.04,605.28,14.95,22.00,38.00,48.00
2024_07_10 - 10:30:53 AM,27.25,40.32,885.03,603.99,14.44,20.00,34.00,44.00
2024_07_10 - 10:31:53 AM,27.41,40.22,885.07,607.72,13.94,16.00,26.00,36.00
2024_07_10 - 10:32:53 AM,27.43,40.64,885.05,613.08,13.27,24.00,44.00,54.00
2024_07_10 - 10:33:54 AM,27.36,40.34,885.08,610.46,13.16,16.00,40.00,50.00
2024_07_10 - 10:34:54 AM,27.32,40.25,885.04,612.64,12.93,20.00,40.00,50.00
2024_07_10 - 10:35:54 AM,27.32,40.29,885.04,613.77,12.49,24.00,34.00,44.00
2024_07_10 - 10:36:55 AM,27.32,40.29,885.07,613.77,12.45,16.00,32.00,44.00
2024_07_10 - 10:37:55 AM,27.29,40.55,885.04,618.20,11.82,20.00,34.00,44.00
2024_07_10 - 10:38:55 AM,27.29,40.55,885.04,618.20,11.82,20.00,34.00,44.00
2024_07_10 - 10:39:54 AM,27.29,40.12,885.00,627.15,10.70,20.00,34.00,44.00
2024_07_10 - 10:40:54 AM,27.29,40.12,885.00,627.15,10.70,20.00,34.00,44.00
2024_07_10 - 10:41:56 AM,27.53,40.37,885.03,621.90,9.29,22.00,38.00,48.00
2024_07_10 - 10:42:56 AM,27.33,39.91,885.01,611.80,8.92,18.00,44.00,54.00
2024_07_10 - 10:43:57 AM,27.33,39.98,885.01,602.48,8.30,20.00,46.00,56.00
2024_07_10 - 10:44:57 AM,27.34,40.06,885.03,601.59,7.74,26.00,36.00,48.00
2024_07_10 - 10:45:57 AM,27.32,40.50,885.04,611.25,7.62,20.00,38.00,48.00
2024_07_10 - 10:46:57 AM,27.30,40.13,885.01,612.56,6.90,20.00,36.00,48.00
2024_07_10 - 10:47:58 AM,27.30,40.13,885.03,612.56,6.42,16.00,26.00,36.00
2024_07_10 - 10:48:58 AM,27.29,40.14,885.02,606.32,6.13,24.00,46.00,58.00
2024_07_10 - 10:49:58 AM,27.32,40.27,885.01,609.89,5.73,14.00,32.00,42.00
2024_07_10 - 10:50:59 AM,27.36,40.06,884.98,605.64,5.49,22.00,36.00,48.00
2024_07_10 - 10:51:59 AM,27.41,40.28,884.98,603.16,5.14,16.00,36.00,46.00
